,Open,High,Low,Close,Adj Close,Volume
2021-07-14 09:30:00-04:00,163.6199951171875,164.9499969482422,163.19000244140625,163.77000427246094,163.77000427246094,0
2021-07-14 10:30:00-04:00,163.74000549316406,164.17999267578125,163.5800018310547,163.67999267578125,163.67999267578125,131395
2021-07-14 11:30:00-04:00,163.6999969482422,164.22000122070312,163.42999267578125,164.22000122070312,164.22000122070312,76050
2021-07-14 12:30:00-04:00,164.17999267578125,164.38999938964844,163.61500549316406,164.02999877929688,164.02999877929688,87385
2021-07-14 13:30:00-04:00,164.0399932861328,164.39999389648438,164.02000427246094,164.19000244140625,164.19000244140625,66405
2021-07-14 14:30:00-04:00,164.1999969482422,164.74000549316406,164.0749969482422,164.39999389648438,164.39999389648438,93233
2021-07-14 15:30:00-04:00,164.4199981689453,164.52000427246094,164.02000427246094,164.25999450683594,164.25999450683594,202103
2021-07-15 09:30:00-04:00,162.5800018310547,165.1699981689453,162.30999755859375,164.9199981689453,164.9199981689453,184790
2021-07-15 10:30:00-04:00,164.94500732421875,165.67999267578125,164.7100067138672,165.3699951171875,165.3699951171875,133251
2021-07-15 11:30:00-04:00,165.3800048828125,166.27000427246094,165.32000732421875,165.72500610351562,165.72500610351562,110732
2021-07-15 12:30:00-04:00,165.7100067138672,165.83999633789062,165.27000427246094,165.42999267578125,165.42999267578125,90280
2021-07-15 13:30:00-04:00,165.38999938964844,165.83999633789062,165.1999969482422,165.7949981689453,165.7949981689453,98191
2021-07-15 14:30:00-04:00,165.82000732421875,166.0,165.55499267578125,165.94000244140625,165.94000244140625,96762
2021-07-15 15:30:00-04:00,165.92999267578125,166.2899932861328,165.77999877929688,166.10000610351562,166.10000610351562,155037
2021-07-16 09:30:00-04:00,166.58999633789062,167.0500030517578,165.27999877929688,166.19000244140625,166.19000244140625,161454
2021-07-16 10:30:00-04:00,166.19000244140625,167.02999877929688,166.02000427246094,166.88499450683594,166.88499450683594,121864
2021-07-16 11:30:00-04:00,166.8300018310547,167.36000061035156,166.81309509277344,167.0399932861328,167.0399932861328,64803
2021-07-16 12:30:00-04:00,167.0749969482422,167.5,166.92999267578125,167.22999572753906,167.22999572753906,84708
2021-07-16 13:30:00-04:00,167.2100067138672,167.39999389648438,166.6199951171875,166.71499633789062,166.71499633789062,124281
2021-07-16 14:30:00-04:00,166.6699981689453,166.83999633789062,166.27000427246094,166.6750030517578,166.6750030517578,116667
2021-07-16 15:30:00-04:00,166.6750030517578,166.97999572753906,166.33999633789062,166.75,166.75,247408
2021-07-19 09:30:00-04:00,163.97000122070312,164.99000549316406,161.3800048828125,161.80999755859375,161.80999755859375,182199
2021-07-19 10:30:00-04:00,161.64500427246094,162.47000122070312,161.1999969482422,161.30499267578125,161.30499267578125,190936
2021-07-19 11:30:00-04:00,161.32000732421875,161.80999755859375,160.63999938964844,160.6699981689453,160.6699981689453,130038
2021-07-19 12:30:00-04:00,160.64999389648438,161.02999877929688,160.4199981689453,160.5,160.5,126245
2021-07-19 13:30:00-04:00,160.4600067138672,160.4600067138672,159.77999877929688,160.3800048828125,160.3800048828125,147240
2021-07-19 14:30:00-04:00,160.36000061035156,160.36000061035156,159.46749877929688,159.9949951171875,159.9949951171875,172033
2021-07-19 15:30:00-04:00,159.94500732421875,161.0800018310547,159.91000366210938,160.80999755859375,160.80999755859375,363200
2021-07-20 09:30:00-04:00,161.6999969482422,167.71499633789062,161.6999969482422,167.0800018310547,167.0800018310547,550845
2021-07-20 10:30:00-04:00,167.10000610351562,168.16000366210938,166.50999450683594,167.99000549316406,167.99000549316406,451870
2021-07-20 11:30:00-04:00,167.9499969482422,168.74000549316406,167.94000244140625,168.58999633789062,168.58999633789062,356340
2021-07-20 12:30:00-04:00,168.57000732421875,168.82000732421875,167.39999389648438,167.47999572753906,167.47999572753906,369056
2021-07-20 13:30:00-04:00,167.5500030517578,167.89999389648438,166.97000122070312,167.1699981689453,167.1699981689453,285157
2021-07-20 14:30:00-04:00,167.22000122070312,167.88470458984375,167.02000427246094,167.63999938964844,167.63999938964844,255330
2021-07-20 15:30:00-04:00,167.65420532226562,167.86000061035156,167.4199981689453,167.66000366210938,167.66000366210938,407706
