,Open,High,Low,Close,Adj Close,Volume
2021-07-20 09:00:00+02:00,30.5,30.799999237060547,30.25,30.25,30.25,3614
2021-07-20 10:00:00+02:00,30.600000381469727,30.600000381469727,30.25,30.5,30.5,6996
2021-07-20 11:00:00+02:00,30.5,30.700000762939453,30.5,30.700000762939453,30.700000762939453,5587
2021-07-20 12:00:00+02:00,30.700000762939453,30.700000762939453,30.5,30.5,30.5,4970
2021-07-20 13:00:00+02:00,30.5,30.549999237060547,30.5,30.549999237060547,30.549999237060547,8609
2021-07-20 14:00:00+02:00,30.649999618530273,30.700000762939453,30.399999618530273,30.399999618530273,30.399999618530273,7569
2021-07-20 15:00:00+02:00,30.649999618530273,30.700000762939453,30.350000381469727,30.350000381469727,30.350000381469727,10638
2021-07-20 16:00:00+02:00,30.350000381469727,30.350000381469727,30.350000381469727,30.350000381469727,30.350000381469727,854
2021-07-21 09:00:00+02:00,30.600000381469727,30.700000762939453,30.600000381469727,30.700000762939453,30.700000762939453,0
2021-07-21 10:00:00+02:00,30.700000762939453,30.700000762939453,30.549999237060547,30.549999237060547,30.549999237060547,1697
2021-07-21 11:00:00+02:00,30.600000381469727,30.600000381469727,30.600000381469727,30.600000381469727,30.600000381469727,1878
2021-07-21 12:00:00+02:00,30.5,30.5,30.5,30.5,30.5,1640
2021-07-21 13:00:00+02:00,30.5,30.5,30.450000762939453,30.450000762939453,30.450000762939453,6002
2021-07-21 14:00:00+02:00,30.5,30.5,30.450000762939453,30.5,30.5,13593
2021-07-21 15:00:00+02:00,30.5,30.5,30.399999618530273,30.450000762939453,30.450000762939453,8241
2021-07-22 09:00:00+02:00,30.200000762939453,30.600000381469727,30.200000762939453,30.5,30.5,3434
2021-07-22 10:00:00+02:00,30.350000381469727,30.350000381469727,30.299999237060547,30.299999237060547,30.299999237060547,2063
2021-07-22 11:00:00+02:00,30.350000381469727,30.600000381469727,30.299999237060547,30.299999237060547,30.299999237060547,9169
2021-07-22 12:00:00+02:00,30.350000381469727,30.350000381469727,30.25,30.25,30.25,6490
2021-07-22 13:00:00+02:00,30.299999237060547,30.299999237060547,30.200000762939453,30.200000762939453,30.200000762939453,1185
2021-07-22 14:00:00+02:00,30.200000762939453,30.5,30.200000762939453,30.25,30.25,7867
2021-07-22 15:00:00+02:00,30.5,30.600000381469727,30.25,30.350000381469727,30.350000381469727,7416
2021-07-22 16:00:00+02:00,30.299999237060547,30.299999237060547,30.200000762939453,30.200000762939453,30.200000762939453,837
2021-07-23 09:00:00+02:00,30.600000381469727,30.600000381469727,30.25,30.5,30.5,378
2021-07-23 10:00:00+02:00,30.350000381469727,30.700000762939453,30.350000381469727,30.549999237060547,30.549999237060547,43404
2021-07-23 11:00:00+02:00,30.5,30.549999237060547,30.350000381469727,30.350000381469727,30.350000381469727,3143
2021-07-23 12:00:00+02:00,30.549999237060547,30.600000381469727,30.350000381469727,30.450000762939453,30.450000762939453,2823
2021-07-23 13:00:00+02:00,30.450000762939453,30.600000381469727,30.450000762939453,30.600000381469727,30.600000381469727,2172
2021-07-23 14:00:00+02:00,30.600000381469727,30.899999618530273,30.600000381469727,30.899999618530273,30.899999618530273,3334
2021-07-23 15:00:00+02:00,30.600000381469727,30.899999618530273,30.600000381469727,30.649999618530273,30.649999618530273,13786
2021-07-26 09:00:00+02:00,30.850000381469727,30.850000381469727,30.5,30.799999237060547,30.799999237060547,0
2021-07-26 10:00:00+02:00,30.850000381469727,30.850000381469727,30.5,30.850000381469727,30.850000381469727,3747
2021-07-26 11:00:00+02:00,30.600000381469727,30.600000381469727,30.600000381469727,30.600000381469727,30.600000381469727,680
2021-07-26 12:00:00+02:00,30.799999237060547,30.899999618530273,30.649999618530273,30.899999618530273,30.899999618530273,2538
2021-07-26 13:00:00+02:00,30.600000381469727,30.600000381469727,30.5,30.5,30.5,1022
2021-07-26 15:00:00+02:00,30.649999618530273,30.649999618530273,30.450000762939453,30.450000762939453,30.450000762939453,10635
2021-07-26 16:00:00+02:00,30.299999237060547,30.299999237060547,30.299999237060547,30.299999237060547,30.299999237060547,6
